STOCK CODE,SUBCATEGORY NAME,SHORT DESCRIPTION,IMAGE,MANUFACTURER,MANUFACTURER SKU,DBP,RRP
NWG-WGM5950203,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox M595 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM5950203.jpg,Watchguard,WGM5950203,20763.0000,28632.0000
NWG-WGM5951601,Firewalls & Network Security,WatchGuard High Availability for M595 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM5951601.jpg,Watchguard,WGM5951601,2951.0000,4070.0000
NWG-WGM58000081,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox M5800 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM58000081.jpg,Watchguard,WGM58000081,82872.0000,120289.0000
NWG-WGM48000201,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for M4800 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM48000201.jpg,Watchguard,WGM48000201,9880.0000,13625.0000
NWG-WGT116173,Cloud & Server Security,WatchGuard APT Blocker 3-yr for Firebox T115-W,https://www.leadersystems.com.au/Images/NWG-WGT116173.jpg,Watchguard,WGT116173,427.0000,543.0000
NWG-WGT1260215,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T125-W - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT1260215.jpg,Watchguard,WGT1260215,3920.0000,5406.0000
NWG-WGT126261,Subscriptions & Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox T125-W,https://www.leadersystems.com.au/Images/NWG-WGT126261.jpg,Watchguard,WGT126261,372.0000,472.0000
NWG-WGT1450065,Firewalls & Network Security,WatchGuard Standard Support for Firebox T145 - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT1450065.jpg,Watchguard,WGT1450065,2045.0000,2821.0000
NWG-WGM395000,WatchGuard Blank Appliance,WatchGuard Firebox M395 Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGM395000.jpg,Watchguard,WGM395000,1878.0000,2515.0000
NWG-WGM6950211,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M695 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM6950211.jpg,Watchguard,WGM6950211,22894.0000,31570.0000
NWG-WGFCT30303,Firewalls & Network Security,WatchGuard FireCloud Total Access   - 3 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCT30303.jpg,Watchguard,WGFCT30303,412.0000,524.0000
NWG-WGT126171,Cloud & Server Security,WatchGuard APT Blocker 1-yr for Firebox T125-W,https://www.leadersystems.com.au/Images/NWG-WGT126171.jpg,Watchguard,WGT126171,229.0000,291.0000
NWG-WGT1250085,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox T125 - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT1250085.jpg,Watchguard,WGT1250085,3441.0000,4746.0000
NWG-WGT1460063,Firewalls & Network Security,WatchGuard Standard Support for Firebox T145-W - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT1460063.jpg,Watchguard,WGT1460063,1687.0000,2326.0000
NWG-WGM49540703,Subscriptions & Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox M495,https://www.leadersystems.com.au/Images/NWG-WGM49540703.jpg,Watchguard,WGM49540703,9203.0000,11676.0000
NWG-WGT490213,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T45-CW - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT490213.jpg,Watchguard,WGT490213,3716.0000,5125.0000
NWG-WGMDRT30603,Managed Detection & Response (MDR),WatchGuard Total MDR - 3 Year - 1001 to 5000 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRT30603.jpg,Watchguard,WGMDRT30603,234.0000,279.0000
NWG-WGMDRT30601,Managed Detection & Response (MDR),WatchGuard Total MDR - 1 Year - 1001 to 5000 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRT30601.jpg,Watchguard,WGMDRT30601,78.0000,93.0000
NWG-WGT260215,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T25-W - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT260215.jpg,Watchguard,WGT260215,3561.0000,4911.0000
NWG-WGA33222001,Firewalls & Network Security,USP Wi-Fi Management for WatchGuard AP332CR - 1-year,https://www.leadersystems.com.au/Images/NWG-WGA33222001.jpg,Watchguard,WGA33222001,142.0000,197.0000
NWG-WGFCI30403,Firewalls & Network Security,WatchGuard FireCloud Internet Access - 3 Year - 251 to 500 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCI30403.jpg,Watchguard,WGFCI30403,232.0000,295.0000
NWG-WGM695000,WatchGuard Blank Appliance,WatchGuard Firebox M695 Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGM695000.jpg,Watchguard,WGM695000,5163.0000,6915.0000
NWG-WGM29540301,Subscriptions & Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox M295,https://www.leadersystems.com.au/Images/NWG-WGM29540301.jpg,Watchguard,WGM29540301,3927.0000,4982.0000
NWG-WGM2950211,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M295 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM2950211.jpg,Watchguard,WGM2950211,4023.0000,5548.0000
NWG-WGMDRM30103,Managed Detection & Response (MDR),WatchGuard Core MDR for Microsoft - 3 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRM30103.jpg,Watchguard,WGMDRM30103,238.0000,283.0000
NWG-WGT1850205,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T185 - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT1850205.jpg,Watchguard,WGT1850205,6575.0000,9068.0000
NWG-WGT185000,WatchGuard Blank Appliance,WatchGuard Firebox T185 Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGT185000.jpg,Watchguard,WGT185000,915.0000,1226.0000
NWG-WGM6950073,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox M695 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM6950073.jpg,Watchguard,WGM6950073,28500.0000,39302.0000
NWG-WGNV5000,WatchGuard Blank Appliance,WatchGuard Firebox NV5 Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGNV5000.jpg,Watchguard,WGNV5000,119.0000,147.0000
NWG-WGT490211,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T45-CW - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT490211.jpg,Watchguard,WGT490211,1391.0000,1919.0000
NWG-WGA13022003,Firewalls & Network Security,USP Wi-Fi Management for WatchGuard AP130 - 3-year,https://www.leadersystems.com.au/Images/NWG-WGA13022003.jpg,Watchguard,WGA13022003,285.0000,393.0000
NWG-WGT480063,Firewalls & Network Security,WatchGuard Standard Support for Firebox T45-W-PoE - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT480063.jpg,Watchguard,WGT480063,1013.0000,1397.0000
NWG-WGM3950063,Firewalls & Network Security,WatchGuard Standard Support for Firebox M395 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM3950063.jpg,Watchguard,WGM3950063,6154.0000,8486.0000
NWG-WGM5950083,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox M595 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM5950083.jpg,Watchguard,WGM5950083,37457.0000,53016.8760
NWG-WGM29521803,Subscriptions & Licensing,WatchGuard Cloud 1-month data retention for M295 - 3-yr,https://www.leadersystems.com.au/Images/NWG-WGM29521803.jpg,Watchguard,WGM29521803,1908.0000,2420.0000
NWG-WGT18501605,Firewalls & Network Security,WatchGuard  Standard Support for Firebox T185 High Availability - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT18501605.jpg,Watchguard,WGT18501605,2644.0000,3646.0000
NWG-WGT260065,Firewalls & Network Security,WatchGuard Standard Support for Firebox T25-W - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT260065.jpg,Watchguard,WGT260065,832.0000,1148.0000
NWG-WGM5900203,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox M590 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM5900203.jpg,Watchguard,WGM5900203,7846.0000,10820.0000
NWG-WGM2900073,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox M290 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM2900073.jpg,Watchguard,WGM2900073,3248.0000,4479.0000
NWG-WGA23022103,Firewalls & Network Security,Standard Wi-Fi Management for WatchGuard AP230W - 3-year,https://www.leadersystems.com.au/Images/NWG-WGA23022103.jpg,Watchguard,WGA23022103,171.0000,236.0000
NWG-WGM59540301,Subscriptions & Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox M595,https://www.leadersystems.com.au/Images/NWG-WGM59540301.jpg,Watchguard,WGM59540301,16808.0000,21325.0000
NWG-WGM3951603,Firewalls & Network Security,WatchGuard High Availability for M395 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM3951603.jpg,Watchguard,WGM3951603,2963.0000,4086.0000
NWG-WGM4950063,Firewalls & Network Security,WatchGuard Standard Support for Firebox M495 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM4950063.jpg,Watchguard,WGM4950063,11133.0000,15353.0000
NWG-WGM29520801,Cloud & Server Security,WatchGuard APT Blocker 1-yr for Firebox M295,https://www.leadersystems.com.au/Images/NWG-WGM29520801.jpg,Watchguard,WGM29520801,818.0000,1038.0000
NWG-WGM69540203,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox M695,https://www.leadersystems.com.au/Images/NWG-WGM69540203.jpg,Watchguard,WGM69540203,23460.0000,29763.0000
NWG-WGFCT30301,Firewalls & Network Security,WatchGuard FireCloud Total Access   - 1 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCT30301.jpg,Watchguard,WGFCT30301,138.0000,176.0000
NWG-WGT1160205,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T115-W - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT1160205.jpg,Watchguard,WGT1160205,1800.0000,2483.0000
NWG-WGT1160073,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox T115-W - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT1160073.jpg,Watchguard,WGT1160073,1060.0000,1462.0000
NWG-WGT116261,Subscriptions & Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox T115-W,https://www.leadersystems.com.au/Images/NWG-WGT116261.jpg,Watchguard,WGT116261,291.0000,370.0000
NWG-WGT1450203,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T145 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT1450203.jpg,Watchguard,WGT1450203,1795.0000,2475.0000
NWG-WGT1450075,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox T145 - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT1450075.jpg,Watchguard,WGT1450075,3453.0000,4762.0000
NWG-WGT1450061,Firewalls & Network Security,WatchGuard Standard Support for Firebox T145 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT1450061.jpg,Watchguard,WGT1450061,769.0000,1061.0000
NWG-WGT1460073,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox T145-W - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT1460073.jpg,Watchguard,WGT1460073,2336.0000,3222.0000
NWG-WGFCT30103,Firewalls & Network Security,WatchGuard FireCloud Total Access   - 3 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCT30103.jpg,Watchguard,WGFCT30103,487.0000,618.0000
NWG-WGT1250071,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox T125 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT1250071.jpg,Watchguard,WGT1250071,598.0000,825.0000
NWG-WGT125343,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox T125,https://www.leadersystems.com.au/Images/NWG-WGT125343.jpg,Watchguard,WGT125343,1189.0000,1509.0000
NWG-WGT145261,Subscriptions & Licensing,WatchGuard Gold Support Renewal/Upgrade 1-yr for Firebox T145,https://www.leadersystems.com.au/Images/NWG-WGT145261.jpg,Watchguard,WGT145261,557.0000,708.0000
NWG-WGT1850211,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T185 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT1850211.jpg,Watchguard,WGT1850211,3271.0000,4510.0000
NWG-WGT185353,Subscriptions & Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox T185,https://www.leadersystems.com.au/Images/NWG-WGT185353.jpg,Watchguard,WGT185353,6949.0000,8816.0000
NWG-WGM39540301,Subscriptions & Licensing,WatchGuard Total Security Suite Renewal/Upgrade 1-yr for Firebox M395,https://www.leadersystems.com.au/Images/NWG-WGM39540301.jpg,Watchguard,WGM39540301,6726.0000,8533.0000
NWG-WGM5950213,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M595 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM5950213.jpg,Watchguard,WGM5950213,35406.0000,48825.0000
NWG-WGT126175,Cloud & Server Security,WatchGuard APT Blocker 5-yr for Firebox T125-W,https://www.leadersystems.com.au/Images/NWG-WGT126175.jpg,Watchguard,WGT126175,1016.0000,1289.0000
NWG-WGT1250215,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T125 - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT1250215.jpg,Watchguard,WGT1250215,3271.0000,4510.0000
NWG-WGT1460085,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox T145-W - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT1460085.jpg,Watchguard,WGT1460085,7088.0000,9775.0000
NWG-WGT145341,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox T145,https://www.leadersystems.com.au/Images/NWG-WGT145341.jpg,Watchguard,WGT145341,848.0000,1077.0000
NWG-WGT125263,Subscriptions & Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox T125,https://www.leadersystems.com.au/Images/NWG-WGT125263.jpg,Watchguard,WGT125263,737.0000,935.0000
NWG-WGT1460203,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T145-W - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT1460203.jpg,Watchguard,WGT1460203,2199.0000,3033.0000
NWG-WGT480085,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox T45-W-PoE - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT480085.jpg,Watchguard,WGT480085,7104.0000,9797.0000
NWG-WGT470075,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox T45-PoE - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT470075.jpg,Watchguard,WGT470075,2761.0000,3808.0000
NWG-WGT260085,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox T25-W - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT260085.jpg,Watchguard,WGT260085,3766.0000,5194.0000
NWG-WGA430000,WatchGuard Blank Appliance,"WatchGuard AP430CR Appliance Only – License Not Included (Requires Separate WG License Purchase), Antennas (WG9004) are sold separately",https://www.leadersystems.com.au/Images/NWG-WGA430000.jpg,Watchguard,WGA430000,1606.0000,2152.0000
NWG-WGT480071,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox T45-W-PoE - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT480071.jpg,Watchguard,WGT480071,933.0000,1287.0000
NWG-WGA43022103,Firewalls & Network Security,Standard Wi-Fi Management for WatchGuard AP430CR - 3-year,https://www.leadersystems.com.au/Images/NWG-WGA43022103.jpg,Watchguard,WGA43022103,171.0000,236.0000
NWG-WGM48000073,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox M4800 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM48000073.jpg,Watchguard,WGM48000073,28101.0000,38752.0000
NWG-WGM29540703,Subscriptions & Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for Firebox M295,https://www.leadersystems.com.au/Images/NWG-WGM29540703.jpg,Watchguard,WGM29540703,3097.0000,3929.0000
NWG-WGM39540103,Subscriptions & Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox M395,https://www.leadersystems.com.au/Images/NWG-WGM39540103.jpg,Watchguard,WGM39540103,3097.0000,3929.0000
NWG-WGM3951601,Firewalls & Network Security,WatchGuard High Availability for M395 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM3951601.jpg,Watchguard,WGM3951601,889.0000,1226.0000
NWG-WGM5950063,Firewalls & Network Security,WatchGuard Standard Support for Firebox M595 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM5950063.jpg,Watchguard,WGM5950063,15555.0000,21450.0000
NWG-WGM3950083,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox M395 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM3950083.jpg,Watchguard,WGM3950083,15019.0000,20712.0000
NWG-WGT146171,Cloud & Server Security,WatchGuard APT Blocker 1-yr for Firebox T145-W,https://www.leadersystems.com.au/Images/NWG-WGT146171.jpg,Watchguard,WGT146171,409.0000,519.0000
NWG-WGT146343,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 3-yr for Firebox T145-W,https://www.leadersystems.com.au/Images/NWG-WGT146343.jpg,Watchguard,WGT146343,2428.0000,3080.0000
NWG-WGT260061,Firewalls & Network Security,WatchGuard Standard Support for Firebox T25-W - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT260061.jpg,Watchguard,WGT260061,319.0000,440.0000
NWG-WGT250203,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T25 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT250203.jpg,Watchguard,WGT250203,725.0000,1001.0000
NWG-WGM6901601,Firewalls & Network Security,WatchGuard High Availability for M690 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM6901601.jpg,Watchguard,WGM6901601,113.0000,156.0000
NWG-WGT185171,Cloud & Server Security,WatchGuard APT Blocker 1-yr for Firebox T185,https://www.leadersystems.com.au/Images/NWG-WGT185171.jpg,Watchguard,WGT185171,626.0000,794.0000
NWG-WGM2900211,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M290 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM2900211.jpg,Watchguard,WGM2900211,2017.0000,2782.0000
NWG-WGM2900071,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox M290 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM2900071.jpg,Watchguard,WGM2900071,1407.0000,1941.0000
NWG-WGM58000061,Firewalls & Network Security,WatchGuard Standard Support for Firebox M5800 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM58000061.jpg,Watchguard,WGM58000061,32329.0000,44582.0000
NWG-WGM48000203,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox M4800 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM48000203.jpg,Watchguard,WGM48000203,23452.0000,32340.0000
NWG-WGT49171,Cloud & Server Security,WatchGuard APT Blocker 1-yr for Firebox T45-CW,https://www.leadersystems.com.au/Images/NWG-WGT49171.jpg,Watchguard,WGT49171,384.0000,488.0000
NWG-WGTSST30101,Managed Detection & Response (MDR),WatchGuard Total NDR - 1 Year - 1 to 50 licenses,https://www.leadersystems.com.au/Images/NWG-WGTSST30101.jpg,Watchguard,WGTSST30101,122.0000,155.0000
NWG-WGT1260213,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T125-W - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT1260213.jpg,Watchguard,WGT1260213,2165.0000,2986.0000
NWG-WGT1160083,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox T115-W - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGT1160083.jpg,Watchguard,WGT1160083,1778.0000,2452.0000
NWG-WGT145175,Cloud & Server Security,WatchGuard APT Blocker 5-yr for Firebox T145,https://www.leadersystems.com.au/Images/NWG-WGT145175.jpg,Watchguard,WGT145175,1493.0000,1894.0000
NWG-WGT14621803,Subscriptions & Licensing,WatchGuard Cloud 1-month data retention for T145-W - 3-yr,https://www.leadersystems.com.au/Images/NWG-WGT14621803.jpg,Watchguard,WGT14621803,867.0000,1100.0000
NWG-WGT146000,WatchGuard Blank Appliance,WatchGuard Firebox T145-W Appliance Only – License Not Included (Requires Separate WG License Purchase),https://www.leadersystems.com.au/Images/NWG-WGT146000.jpg,Watchguard,WGT146000,516.0000,692.0000
NWG-WGM29540101,Subscriptions & Licensing,WatchGuard Standard Support Renewal 1-yr for Firebox M295,https://www.leadersystems.com.au/Images/NWG-WGM29540101.jpg,Watchguard,WGM29540101,867.0000,1100.0000
NWG-WGM59540103,Subscriptions & Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox M595,https://www.leadersystems.com.au/Images/NWG-WGM59540103.jpg,Watchguard,WGM59540103,8534.0000,10828.0000
NWG-WGT1850081,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox T185 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT1850081.jpg,Watchguard,WGT1850081,3476.0000,4793.0000
NWG-WGFCT30203,Firewalls & Network Security,WatchGuard FireCloud Total Access   - 3 Year - 51 to 100 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCT30203.jpg,Watchguard,WGFCT30203,429.0000,545.0000
NWG-WGT1260211,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox T125-W - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT1260211.jpg,Watchguard,WGT1260211,1140.0000,1572.0000
NWG-WGT1250205,Firewalls & Network Security,Trade Up to WatchGuard Basic Security Suite for Firebox T125 - 5-Year,https://www.leadersystems.com.au/Images/NWG-WGT1250205.jpg,Watchguard,WGT1250205,1926.0000,2656.0000
NWG-WGMDR30201,Managed Detection & Response (MDR),WatchGuard Core MDR - 1 Year - 51 to 100 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDR30201.jpg,Watchguard,WGMDR30201,86.0000,103.0000
NWG-WGM6950083,Firewalls & Network Security,WatchGuard Total Security Suite for Firebox M695 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM6950083.jpg,Watchguard,WGM6950083,48591.0000,80022.8000
NWG-WGM29520803,Cloud & Server Security,WatchGuard APT Blocker 3-yr for Firebox M295,https://www.leadersystems.com.au/Images/NWG-WGM29520803.jpg,Watchguard,WGM29520803,1957.0000,2483.0000
NWG-WGVMC263,Subscriptions & Licensing,WatchGuard Gold Support Renewal/Upgrade 3-yr for FireboxV Micro,https://www.leadersystems.com.au/Images/NWG-WGVMC263.jpg,Watchguard,WGVMC263,529.0000,671.0000
NWG-WGT45203,Subscriptions & Licensing,WatchGuard Standard Support Renewal 3-yr for Firebox T45,https://www.leadersystems.com.au/Images/NWG-WGT45203.jpg,Watchguard,WGT45203,582.0000,739.0000
NWG-WGT47341,Subscriptions & Licensing,WatchGuard Basic Security Suite Renewal/Upgrade 1-yr for Firebox T45-PoE,https://www.leadersystems.com.au/Images/NWG-WGT47341.jpg,Watchguard,WGT47341,694.0000,880.0000
NWG-WGFCT30201,Firewalls & Network Security,WatchGuard FireCloud Total Access   - 1 Year - 51 to 100 licenses,https://www.leadersystems.com.au/Images/NWG-WGFCT30201.jpg,Watchguard,WGFCT30201,143.0000,182.0000
NWG-WGT1260061,Firewalls & Network Security,WatchGuard Standard Support for Firebox T125-W - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT1260061.jpg,Watchguard,WGT1260061,536.0000,739.0000
NWG-WGT126353,Subscriptions & Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox T125-W,https://www.leadersystems.com.au/Images/NWG-WGT126353.jpg,Watchguard,WGT126353,2440.0000,3096.0000
NWG-WGM59540303,Subscriptions & Licensing,WatchGuard Total Security Suite Renewal/Upgrade 3-yr for Firebox M595,https://www.leadersystems.com.au/Images/NWG-WGM59540303.jpg,Watchguard,WGM59540303,40318.0000,52003.5120
NWG-WGM5950073,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox M595 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM5950073.jpg,Watchguard,WGM5950073,22039.0000,30392.0000
NWG-WGT85171,Cloud & Server Security,WatchGuard APT Blocker 1-yr for Firebox T85-PoE,https://www.leadersystems.com.au/Images/NWG-WGT85171.jpg,Watchguard,WGT85171,621.0000,788.0000
NWG-WGM49520803,Cloud & Server Security,WatchGuard APT Blocker 3-yr for Firebox M495,https://www.leadersystems.com.au/Images/NWG-WGM49520803.jpg,Watchguard,WGM49520803,4013.0000,5092.0000
NWG-WGMDRT30303,Managed Detection & Response (MDR),WatchGuard Total MDR - 3 Year - 101 to 250 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRT30303.jpg,Watchguard,WGMDRT30303,317.0000,378.0000
NWG-WGMDRT30201,Managed Detection & Response (MDR),WatchGuard Total MDR - 1 Year - 51 to 100 licenses,https://www.leadersystems.com.au/Images/NWG-WGMDRT30201.jpg,Watchguard,WGMDRT30201,111.0000,132.0000
NWG-WGTIS30403,Identity & Access Security,WatchGuard AuthPoint Total Identity Security - 3 Year - 251 to 500 users,https://www.leadersystems.com.au/Images/NWG-WGTIS30403.jpg,Watchguard,WGTIS30403,89.0000,114.0000
NWG-WGTIS30601,Identity & Access Security,WatchGuard AuthPoint Total Identity Security - 1 Year - 1001 to 5000 users,https://www.leadersystems.com.au/Images/NWG-WGTIS30601.jpg,Watchguard,WGTIS30601,28.0000,36.0000
NWG-WGM5950071,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox M595 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM5950071.jpg,Watchguard,WGM5950071,12387.0000,17082.0000
NWG-WGAEPDR30501,Endpoint & Mobile Protection,WatchGuard Advanced EPDR - 1 Year - 501 to 1000 licenses,https://www.leadersystems.com.au/Images/NWG-WGAEPDR30501.jpg,Watchguard,WGAEPDR30501,64.0000,82.0000
NWG-WGM5900213,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M590 - 3-Year,https://www.leadersystems.com.au/Images/NWG-WGM5900213.jpg,Watchguard,WGM5900213,16586.0000,22873.0000
NWG-WGM5900061,Firewalls & Network Security,WatchGuard Standard Support for Firebox M590 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM5900061.jpg,Watchguard,WGM5900061,2598.0000,3583.0000
NWG-WGM3900211,Firewalls & Network Security,Trade Up to WatchGuard Total Security Suite for Firebox M390 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGM3900211.jpg,Watchguard,WGM3900211,3043.0000,4196.0000
NWG-WGA43222003,Firewalls & Network Security,USP Wi-Fi Management for WatchGuard AP432 - 3-year,https://www.leadersystems.com.au/Images/NWG-WGA43222003.jpg,Watchguard,WGA43222003,285.0000,393.0000
NWG-WGT1850071,Firewalls & Network Security,WatchGuard Basic Security Suite for Firebox T185 - 1-Year,https://www.leadersystems.com.au/Images/NWG-WGT1850071.jpg,Watchguard,WGT1850071,2074.0000,2860.0000
